time,ax,ay,az,aT
1.802000,-1.0132,0.4608,0.3061,1.154
1.804000,-0.9098,0.2811,0.3400,1.011
1.810000,-0.8254,0.1692,0.5605,1.012
1.816000,-0.7755,0.0568,0.6246,0.997
1.820000,-0.7510,-0.1821,0.4353,0.887
1.825000,-0.6436,-0.4297,0.3935,0.868
1.830000,-0.4468,-0.5945,0.5788,0.942
1.835000,-0.2650,-0.7746,0.6800,1.064
1.840000,-0.1819,-1.0130,0.6556,1.220
1.845000,-0.1917,-1.2464,0.4327,1.333
1.850000,-0.0575,-1.4364,0.3962,1.491
1.855000,0.0290,-1.6109,0.3191,1.643
1.860000,0.1200,-1.6830,0.3145,1.716
1.866000,0.1992,-1.6740,0.3150,1.715
1.870000,0.2169,-1.6407,0.3922,1.701
1.875000,0.2052,-1.5786,0.4138,1.645
1.881000,0.1801,-1.5270,0.3847,1.585
1.893000,0.0641,-1.3651,0.4184,1.429
1.894000,-0.1348,-1.1731,0.4252,1.255
1.917000,-0.3099,-1.0059,0.3700,1.116
1.918000,-0.3903,-0.9590,0.4048,1.112
1.918000,-0.4413,-0.9739,0.4613,1.164
1.919000,-0.5440,-1.0942,0.2466,1.247
1.919000,-0.5390,-1.2615,0.1603,1.381
1.921000,-0.4552,-1.4529,0.3047,1.553
1.926000,-0.3019,-1.7043,0.4118,1.779
1.932000,-0.1226,-2.0050,0.4818,2.066
1.936000,-0.0879,-2.2664,0.4702,2.316
1.941000,-0.0395,-2.4002,0.4837,2.449
1.947000,-0.0400,-2.4326,0.5127,2.486
1.951000,-0.0697,-2.4154,0.4366,2.456
1.957000,-0.1126,-2.4203,0.2818,2.439
1.962000,-0.0825,-2.3469,0.1030,2.351
1.967000,-0.0121,-2.2756,0.1012,2.278
1.972000,0.1093,-2.2206,0.1301,2.227
1.976000,0.1529,-2.1067,0.0296,2.112
1.993000,0.1186,-2.0068,-0.1629,2.017
1.994000,0.0530,-1.8697,-0.2322,1.885
1.994000,0.0667,-1.7491,-0.2595,1.770
1.997000,0.1172,-1.6989,-0.2536,1.722
2.013000,0.1715,-1.6269,-0.2715,1.658
2.014000,0.1489,-1.5596,-0.4130,1.620
2.016000,0.1079,-1.4811,-0.5948,1.600
2.017000,0.1186,-1.4240,-0.6158,1.556
2.022000,0.1776,-1.3211,-0.5800,1.454
2.027000,0.3176,-1.3305,-0.6203,1.502
2.032000,0.3933,-1.3982,-0.6779,1.603
2.037000,0.4636,-1.4619,-0.6800,1.678
2.043000,0.5807,-1.5013,-0.7110,1.760
2.049000,0.6464,-1.4866,-0.6700,1.754
2.053000,0.6414,-1.4595,-0.6583,1.725
2.057000,0.5307,-1.3988,-0.7887,1.691
2.063000,0.4296,-1.2780,-0.7788,1.557
2.069000,0.3709,-1.2159,-0.7157,1.459
2.073000,0.3757,-1.3019,-0.8891,1.621
2.078000,0.3826,-1.4140,-1.0355,1.794
